GAME_DATE_EST,GAME_ID,GAME_STATUS_TEXT,HOME_TEAM,VISITOR_TEAM,SEASON,TEAM_ID_home,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,TEAM_ID_away,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS
12/10/2005,20500282,Final,Orlando Magic,Denver Nuggets,2005,Orlando Magic,94,0.443,0.633,0.333,22,49,Denver Nuggets,83,0.406,0.658,0.222,16,34,1
12/10/2005,20500283,Final,Brooklyn Nets,Philadelphia 76ers,2005,Brooklyn Nets,95,0.412,0.739,0.32,25,40,Philadelphia 76ers,107,0.569,0.64,0.6,26,41,0
12/10/2005,20500284,Final,Charlotte Hornets,Toronto Raptors,2005,Charlotte Hornets,103,0.427,0.654,0.267,21,48,Toronto Raptors,111,0.447,0.816,0.286,19,51,0
12/10/2005,20500285,Final,Indiana Pacers,Memphis Grizzlies,2005,Indiana Pacers,80,0.435,0.842,0.25,20,47,Memphis Grizzlies,66,0.338,0.55,0.583,17,39,1
12/10/2005,20500286,Final,Minnesota Timberwolves,Los Angeles Lakers,2005,Minnesota Timberwolves,95,0.487,0.583,0.556,23,42,Los Angeles Lakers,82,0.443,0.696,0.308,14,33,1
12/10/2005,20500287,Final,Milwaukee Bucks,Cleveland Cavaliers,2005,Milwaukee Bucks,111,0.458,0.8,0.458,23,41,Cleveland Cavaliers,106,0.544,0.813,0.333,17,28,1
12/10/2005,20500288,Final,Dallas Mavericks,Boston Celtics,2005,Dallas Mavericks,103,0.471,0.767,0.4,19,38,Boston Celtics,94,0.533,0.571,0.462,21,34,1
12/10/2005,20500289,Final,Oklahoma City Thunder,Sacramento Kings,2005,Oklahoma City Thunder,104,0.437,0.719,0.238,16,34,Sacramento Kings,123,0.581,0.882,0.5,30,33,0
12/9/2005,20500272,Final,Cleveland Cavaliers,Brooklyn Nets,2005,Cleveland Cavaliers,100,0.43,0.8,0.348,17,38,Brooklyn Nets,109,0.556,0.724,0.571,23,38,0
12/9/2005,20500278,Final,Portland Trail Blazers,New Orleans Pelicans,2005,Portland Trail Blazers,98,0.488,0.48,0.6,18,41,New Orleans Pelicans,95,0.486,0.84,0.444,13,35,1
12/9/2005,20500270,Final,Philadelphia 76ers,Charlotte Hornets,2005,Philadelphia 76ers,119,0.473,0.8,0.643,30,46,Charlotte Hornets,115,0.522,0.579,0.476,34,38,1
12/9/2005,20500271,Final,Miami Heat,Denver Nuggets,2005,Miami Heat,92,0.421,0.759,0.333,18,41,Denver Nuggets,100,0.407,0.886,0.25,17,45,0
12/9/2005,20500273,Final,Memphis Grizzlies,Dallas Mavericks,2005,Memphis Grizzlies,83,0.343,0.667,0.313,15,38,Dallas Mavericks,90,0.44,0.75,0.429,17,50,0
12/9/2005,20500274,Final,Chicago Bulls,Los Angeles Lakers,2005,Chicago Bulls,80,0.388,0.8,0.133,18,37,Los Angeles Lakers,93,0.452,0.667,0.389,27,45,0
12/9/2005,20500275,Final,San Antonio Spurs,Boston Celtics,2005,San Antonio Spurs,101,0.494,0.778,0.364,21,44,Boston Celtics,89,0.459,0.864,0.25,17,33,1
12/9/2005,20500276,Final,Utah Jazz,Oklahoma City Thunder,2005,Utah Jazz,90,0.438,0.657,0.2,20,38,Oklahoma City Thunder,106,0.476,0.762,0.417,26,46,0
12/9/2005,20500277,Final,Phoenix Suns,New York Knicks,2005,Phoenix Suns,85,0.417,0.875,0.286,20,38,New York Knicks,81,0.436,0.667,0.3,9,45,1
12/9/2005,20500279,Final,Golden State Warriors,Detroit Pistons,2005,Golden State Warriors,103,0.451,0.926,0.222,19,37,Detroit Pistons,106,0.513,0.808,0.294,22,36,0
12/8/2005,20500268,Final,Indiana Pacers,Washington Wizards,2005,Indiana Pacers,111,0.59,0.647,0.5,27,43,Washington Wizards,87,0.341,0.793,0.2,15,42,1
12/8/2005,20500269,Final,Sacramento Kings,Houston Rockets,2005,Sacramento Kings,95,0.493,0.7,0.286,23,36,Houston Rockets,106,0.486,0.824,0.375,16,32,0
12/7/2005,20500266,Final,Los Angeles Clippers,New York Knicks,2005,Los Angeles Clippers,84,0.392,0.815,0.333,20,42,New York Knicks,79,0.365,0.781,0,12,46,1
12/7/2005,20500262,Final,New Orleans Pelicans,Boston Celtics,2005,New Orleans Pelicans,87,0.416,0.697,0,16,36,Boston Celtics,101,0.479,0.857,0.25,13,41,0
12/7/2005,20500259,Final,Philadelphia 76ers,Milwaukee Bucks,2005,Philadelphia 76ers,85,0.425,0.724,0.143,17,40,Milwaukee Bucks,88,0.429,0.688,0.278,22,44,0
12/7/2005,20500258,Final,Toronto Raptors,Los Angeles Lakers,2005,Toronto Raptors,91,0.41,0.792,0.182,19,33,Los Angeles Lakers,102,0.538,0.6,0.467,28,48,0
12/7/2005,20500260,Final,Orlando Magic,Chicago Bulls,2005,Orlando Magic,93,0.459,0.724,0.267,18,44,Chicago Bulls,102,0.474,0.75,0.5,24,32,0
12/7/2005,20500261,Final,Charlotte Hornets,Brooklyn Nets,2005,Charlotte Hornets,84,0.381,0.704,0.143,12,43,Brooklyn Nets,97,0.494,0.5,0.313,30,44,0
12/7/2005,20500263,Final,San Antonio Spurs,Miami Heat,2005,San Antonio Spurs,98,0.469,0.76,0.167,24,41,Miami Heat,84,0.359,0.821,0.385,16,40,1
12/7/2005,20500264,Final,Utah Jazz,Atlanta Hawks,2005,Utah Jazz,95,0.521,0.773,0.25,29,37,Atlanta Hawks,83,0.468,0.645,0.625,9,29,1
12/7/2005,20500265,Final,Portland Trail Blazers,Minnesota Timberwolves,2005,Portland Trail Blazers,74,0.384,0.739,0.091,13,35,Minnesota Timberwolves,84,0.438,0.75,0.417,13,47,0
12/7/2005,20500267,Final,Golden State Warriors,Phoenix Suns,2005,Golden State Warriors,110,0.478,0.63,0.333,18,44,Phoenix Suns,118,0.443,0.759,0.4,25,54,0
12/6/2005,20500249,Final,Washington Wizards,Toronto Raptors,2005,Washington Wizards,119,0.5,0.611,0.368,25,44,Toronto Raptors,111,0.476,0.815,0.429,26,42,1
12/6/2005,20500250,Final,Indiana Pacers,Dallas Mavericks,2005,Indiana Pacers,75,0.343,0.692,0.143,10,38,Dallas Mavericks,84,0.464,0.818,0.286,14,41,0
12/6/2005,20500251,Final,Milwaukee Bucks,Los Angeles Lakers,2005,Milwaukee Bucks,92,0.481,0.733,0.231,22,38,Los Angeles Lakers,111,0.483,0.864,0.353,25,41,0
12/6/2005,20500252,Final,Memphis Grizzlies,New Orleans Pelicans,2005,Memphis Grizzlies,89,0.455,0.742,0.353,15,41,New Orleans Pelicans,73,0.388,0.529,0.182,17,38,1
12/6/2005,20500253,Final,Houston Rockets,Boston Celtics,2005,Houston Rockets,91,0.447,0.72,0.278,19,43,Boston Celtics,73,0.343,0.706,0.333,8,36,1
12/6/2005,20500254,Final,Denver Nuggets,Atlanta Hawks,2005,Denver Nuggets,125,0.587,0.923,0.143,29,39,Atlanta Hawks,116,0.489,0.852,0.538,30,33,1
12/6/2005,20500255,Final,Phoenix Suns,Portland Trail Blazers,2005,Phoenix Suns,130,0.556,0.933,0.5,33,52,Portland Trail Blazers,85,0.381,0.692,0.167,12,37,1
12/6/2005,20500256,Final,Sacramento Kings,Cleveland Cavaliers,2005,Sacramento Kings,97,0.468,0.833,0.188,25,35,Cleveland Cavaliers,102,0.493,0.722,0.133,17,41,0
12/6/2005,20500257,Final,Oklahoma City Thunder,New York Knicks,2005,Oklahoma City Thunder,101,0.425,0.848,0.44,21,31,New York Knicks,104,0.493,0.733,0.833,19,42,0
12/5/2005,20500246,Final,Chicago Bulls,Dallas Mavericks,2005,Chicago Bulls,94,0.459,0.739,0.391,18,30,Dallas Mavericks,102,0.481,0.8,0.333,29,46,0
12/5/2005,20500245,Final,Orlando Magic,San Antonio Spurs,2005,Orlando Magic,85,0.357,0.909,0.455,11,38,San Antonio Spurs,110,0.549,0.694,0.389,25,45,0
12/5/2005,20500247,Final,Utah Jazz,Minnesota Timberwolves,2005,Utah Jazz,77,0.377,0.75,0.1,18,39,Minnesota Timberwolves,91,0.447,0.895,0.429,15,40,0
12/5/2005,20500248,Final,Los Angeles Clippers,Miami Heat,2005,Los Angeles Clippers,99,0.494,0.741,0.375,27,45,Miami Heat,89,0.402,0.64,0.333,20,37,1
12/4/2005,20500239,Final,New York Knicks,Boston Celtics,2005,New York Knicks,99,0.437,0.761,0.286,16,48,Boston Celtics,102,0.429,0.818,0.231,16,36,0
12/4/2005,20500240,Final,Phoenix Suns,Atlanta Hawks,2005,Phoenix Suns,112,0.476,0.862,0.346,27,43,Atlanta Hawks,94,0.368,0.788,0.364,8,45,1
12/4/2005,20500243,Final,Oklahoma City Thunder,Indiana Pacers,2005,Oklahoma City Thunder,107,0.468,0.897,0.389,20,37,Indiana Pacers,102,0.533,0.684,0.391,22,28,1
12/4/2005,20500241,Final,Sacramento Kings,Minnesota Timberwolves,2005,Sacramento Kings,77,0.421,0.6,0.1,17,36,Minnesota Timberwolves,85,0.432,0.704,0.222,15,47,0
12/4/2005,20500242,Final,Portland Trail Blazers,Utah Jazz,2005,Portland Trail Blazers,93,0.427,0.697,0.375,16,40,Utah Jazz,98,0.53,0.828,0.4,22,30,0
12/4/2005,20500244,Final,Los Angeles Lakers,Charlotte Hornets,2005,Los Angeles Lakers,99,0.424,0.909,0.467,22,46,Charlotte Hornets,98,0.494,0.652,0.214,19,39,1
12/3/2005,20500234,Final,Houston Rockets,Memphis Grizzlies,2005,Houston Rockets,75,0.456,0.625,0.2,20,36,Memphis Grizzlies,90,0.458,0.643,0.469,24,31,0
12/3/2005,20500231,Final,Brooklyn Nets,Toronto Raptors,2005,Brooklyn Nets,82,0.408,0.667,0.235,22,38,Toronto Raptors,95,0.433,0.889,0.5,20,40,0
12/3/2005,20500232,Final,Chicago Bulls,Detroit Pistons,2005,Chicago Bulls,79,0.39,0.577,0.286,16,42,Detroit Pistons,92,0.423,0.933,0.522,27,37,0
12/3/2005,20500233,Final,Milwaukee Bucks,Orlando Magic,2005,Milwaukee Bucks,104,0.566,0.5,0.556,31,32,Orlando Magic,84,0.435,0.75,0.818,20,37,1
12/3/2005,20500235,Final,Dallas Mavericks,New Orleans Pelicans,2005,Dallas Mavericks,97,0.486,0.808,0.5,18,43,New Orleans Pelicans,88,0.44,0.769,0.25,12,32,1
12/3/2005,20500236,Final,San Antonio Spurs,Philadelphia 76ers,2005,San Antonio Spurs,100,0.482,0.647,0.389,27,44,Philadelphia 76ers,91,0.408,0.765,0.375,13,38,1
12/3/2005,20500237,Final,Denver Nuggets,Miami Heat,2005,Denver Nuggets,101,0.461,0.75,0.4,31,38,Miami Heat,99,0.456,0.72,0.36,19,46,1
12/3/2005,20500238,Final,Los Angeles Clippers,Cleveland Cavaliers,2005,Los Angeles Clippers,102,0.519,0.727,0.4,22,52,Cleveland Cavaliers,90,0.348,0.704,0.474,15,42,1
12/2/2005,20500224,Final,New Orleans Pelicans,Philadelphia 76ers,2005,New Orleans Pelicans,88,0.432,0.677,0.214,19,44,Philadelphia 76ers,86,0.41,0.75,0.25,14,39,1
12/2/2005,20500219,Final,Washington Wizards,Milwaukee Bucks,2005,Washington Wizards,102,0.513,0.652,0.357,19,41,Milwaukee Bucks,105,0.494,0.563,0.421,28,43,0
12/2/2005,20500220,Final,Atlanta Hawks,Toronto Raptors,2005,Atlanta Hawks,101,0.551,0.733,0.444,25,35,Toronto Raptors,102,0.488,0.889,0.375,22,37,0
12/2/2005,20500221,Final,Boston Celtics,Chicago Bulls,2005,Boston Celtics,102,0.471,0.763,0.474,17,34,Chicago Bulls,106,0.412,0.794,0.409,25,47,0
12/2/2005,20500222,Final,Detroit Pistons,New York Knicks,2005,Detroit Pistons,106,0.544,0.725,0.333,25,37,New York Knicks,98,0.451,0.786,0.286,23,37,1
12/2/2005,20500223,Final,Memphis Grizzlies,Orlando Magic,2005,Memphis Grizzlies,91,0.525,0.676,0.429,21,39,Orlando Magic,69,0.378,0.611,0.286,13,37,1
12/2/2005,20500225,Final,Phoenix Suns,Denver Nuggets,2005,Phoenix Suns,102,0.452,0.625,0.364,29,43,Denver Nuggets,97,0.43,0.875,0.222,16,44,1
12/2/2005,20500226,Final,Sacramento Kings,Miami Heat,2005,Sacramento Kings,87,0.422,0.824,0.2,28,36,Miami Heat,98,0.486,0.833,0.524,23,40,0
12/2/2005,20500227,Final,Portland Trail Blazers,Indiana Pacers,2005,Portland Trail Blazers,78,0.403,0.577,0.143,12,34,Indiana Pacers,98,0.48,0.769,0.375,16,47,0
12/2/2005,20500228,Final,Los Angeles Lakers,Minnesota Timberwolves,2005,Los Angeles Lakers,108,0.543,0.867,0.412,27,37,Minnesota Timberwolves,113,0.553,0.857,0.647,21,22,0
12/2/2005,20500229,Final,Golden State Warriors,Charlotte Hornets,2005,Golden State Warriors,107,0.416,0.758,0.296,24,57,Charlotte Hornets,100,0.333,0.827,0.214,17,42,1
12/2/2005,20500230,Final,Oklahoma City Thunder,Cleveland Cavaliers,2005,Oklahoma City Thunder,115,0.518,0.739,0.417,20,38,Cleveland Cavaliers,108,0.481,0.813,0.32,21,30,1
12/1/2005,20500217,Final,Dallas Mavericks,San Antonio Spurs,2005,Dallas Mavericks,90,0.403,0.686,0.364,14,46,San Antonio Spurs,92,0.467,0.655,0.273,14,45,0
12/1/2005,20500218,Final,Utah Jazz,Los Angeles Lakers,2005,Utah Jazz,101,0.36,0.792,0.313,11,47,Los Angeles Lakers,105,0.425,0.707,0.471,18,45,0
11/30/2005,20500214,Final,Phoenix Suns,Indiana Pacers,2005,Phoenix Suns,109,0.467,0.824,0.391,25,49,Indiana Pacers,91,0.429,0.625,0.25,11,41,1
11/30/2005,20500216,Final,Golden State Warriors,Sacramento Kings,2005,Golden State Warriors,113,0.446,0.731,0.375,29,52,Sacramento Kings,106,0.5,0.667,0.4,25,35,1
11/30/2005,20500206,Final,Toronto Raptors,Memphis Grizzlies,2005,Toronto Raptors,66,0.347,0.938,0.077,16,35,Memphis Grizzlies,92,0.507,0.733,0.538,20,41,0
11/30/2005,20500207,Final,Washington Wizards,Portland Trail Blazers,2005,Washington Wizards,96,0.375,0.833,0.286,17,55,Portland Trail Blazers,89,0.458,0.588,0.273,17,50,1
11/30/2005,20500208,Final,Atlanta Hawks,Miami Heat,2005,Atlanta Hawks,74,0.4,0.7,0,16,37,Miami Heat,96,0.533,0.714,0.353,24,41,0
11/30/2005,20500209,Final,Cleveland Cavaliers,Los Angeles Clippers,2005,Cleveland Cavaliers,112,0.407,0.851,0.286,20,47,Los Angeles Clippers,105,0.407,0.893,0.429,20,43,1
11/30/2005,20500210,Final,Boston Celtics,Philadelphia 76ers,2005,Boston Celtics,110,0.448,0.784,0.25,24,59,Philadelphia 76ers,103,0.409,0.771,0.308,21,40,1
11/30/2005,20500211,Final,Brooklyn Nets,Detroit Pistons,2005,Brooklyn Nets,83,0.407,0.765,0,20,44,Detroit Pistons,93,0.452,0.85,0.5,24,37,0
11/30/2005,20500212,Final,New York Knicks,Chicago Bulls,2005,New York Knicks,109,0.462,0.789,0.444,17,38,Chicago Bulls,101,0.461,0.72,0.52,19,33,1
11/30/2005,20500213,Final,Denver Nuggets,New Orleans Pelicans,2005,Denver Nuggets,95,0.437,0.7,0.455,23,47,New Orleans Pelicans,102,0.419,0.828,0.667,22,46,0
11/30/2005,20500215,Final,Oklahoma City Thunder,Charlotte Hornets,2005,Oklahoma City Thunder,104,0.471,0.85,0.35,28,40,Charlotte Hornets,94,0.44,0.833,0.231,20,44,1
11/29/2005,20500198,Final,Philadelphia 76ers,Portland Trail Blazers,2005,Philadelphia 76ers,107,0.447,0.826,0.333,17,60,Portland Trail Blazers,83,0.444,0.615,0.375,16,30,1
11/29/2005,20500199,Final,Milwaukee Bucks,Dallas Mavericks,2005,Milwaukee Bucks,113,0.488,0.771,0.545,21,46,Dallas Mavericks,111,0.477,0.778,0.462,17,37,1
11/29/2005,20500200,Final,Minnesota Timberwolves,Los Angeles Clippers,2005,Minnesota Timberwolves,84,0.392,0.692,0.333,20,45,Los Angeles Clippers,93,0.482,0.588,0.429,22,50,0
11/29/2005,20500201,Final,Chicago Bulls,Orlando Magic,2005,Chicago Bulls,85,0.43,0.524,0.261,28,37,Orlando Magic,76,0.413,0.654,0.412,20,40,1
11/29/2005,20500202,Final,Houston Rockets,Atlanta Hawks,2005,Houston Rockets,100,0.449,0.806,0.313,16,46,Atlanta Hawks,85,0.395,0.647,0.25,17,38,1
11/29/2005,20500203,Final,San Antonio Spurs,Los Angeles Lakers,2005,San Antonio Spurs,90,0.474,0.56,0.4,15,51,Los Angeles Lakers,84,0.351,0.722,0.357,14,46,1
11/29/2005,20500204,Final,Utah Jazz,Indiana Pacers,2005,Utah Jazz,60,0.333,0.579,0.375,15,38,Indiana Pacers,84,0.405,0.682,0.5,14,48,0
11/29/2005,20500205,Final,Sacramento Kings,Charlotte Hornets,2005,Sacramento Kings,110,0.5,0.87,0.714,29,42,Charlotte Hornets,92,0.406,0.692,0.294,21,46,1
11/28/2005,20500193,Final,Toronto Raptors,Dallas Mavericks,2005,Toronto Raptors,91,0.43,0.857,0.294,18,45,Dallas Mavericks,93,0.443,0.615,0.35,23,43,0
11/28/2005,20500194,Final,Boston Celtics,Orlando Magic,2005,Boston Celtics,83,0.429,0.789,0.167,19,43,Orlando Magic,87,0.449,0.667,0.333,17,42,0
11/28/2005,20500195,Final,Miami Heat,New York Knicks,2005,Miami Heat,107,0.473,0.882,0.389,19,41,New York Knicks,94,0.476,0.556,0.6,19,35,1
11/28/2005,20500196,Final,Denver Nuggets,Brooklyn Nets,2005,Denver Nuggets,92,0.377,0.638,0.25,16,50,Brooklyn Nets,101,0.459,0.714,0.364,26,39,0
11/28/2005,20500197,Final,Golden State Warriors,New Orleans Pelicans,2005,Golden State Warriors,99,0.443,0.824,0.318,21,47,New Orleans Pelicans,83,0.419,0.731,0.182,19,42,1
11/27/2005,20500191,Final,Los Angeles Clippers,Indiana Pacers,2005,Los Angeles Clippers,92,0.457,0.926,0.429,16,44,Indiana Pacers,97,0.405,0.75,0.4,18,42,0
11/27/2005,20500190,Final,Atlanta Hawks,Portland Trail Blazers,2005,Atlanta Hawks,75,0.4,0.731,0,10,42,Portland Trail Blazers,77,0.444,0.588,0.2,14,38,0
11/27/2005,20500192,Final,Los Angeles Lakers,Brooklyn Nets,2005,Los Angeles Lakers,96,0.337,0.711,0.208,16,48,Brooklyn Nets,102,0.442,0.767,0.143,24,49,0
11/26/2005,20500189,Final,Golden State Warriors,Toronto Raptors,2005,Golden State Warriors,117,0.566,0.75,0.238,37,45,Toronto Raptors,91,0.43,0.733,0.077,15,36,1
11/26/2005,20500182,Final,New York Knicks,Philadelphia 76ers,2005,New York Knicks,105,0.4,0.75,0.214,16,53,Philadelphia 76ers,102,0.432,0.769,0.4,19,42,1
11/26/2005,20500181,Final,Oklahoma City Thunder,New Orleans Pelicans,2005,Oklahoma City Thunder,99,0.419,0.667,0.29,22,36,New Orleans Pelicans,105,0.465,0.829,0.5,19,39,0
11/26/2005,20500183,Final,Orlando Magic,Miami Heat,2005,Orlando Magic,80,0.351,0.781,0.143,11,47,Miami Heat,77,0.321,0.655,0.286,13,51,1
11/26/2005,20500184,Final,Charlotte Hornets,Washington Wizards,2005,Charlotte Hornets,100,0.455,0.577,0.278,21,50,Washington Wizards,82,0.395,0.68,0.263,16,43,1
11/26/2005,20500185,Final,Cleveland Cavaliers,Minnesota Timberwolves,2005,Cleveland Cavaliers,85,0.318,0.917,0.333,8,48,Minnesota Timberwolves,89,0.493,0.75,0.429,18,39,0
11/26/2005,20500186,Final,Houston Rockets,Chicago Bulls,2005,Houston Rockets,89,0.368,0.903,0.333,18,47,Chicago Bulls,94,0.479,0.633,0.385,21,37,0
11/26/2005,20500187,Final,Dallas Mavericks,Memphis Grizzlies,2005,Dallas Mavericks,92,0.437,0.714,0.357,11,39,Memphis Grizzlies,112,0.554,0.719,0.467,23,39,0
11/26/2005,20500188,Final,Milwaukee Bucks,Detroit Pistons,2005,Milwaukee Bucks,76,0.395,0.588,0.6,16,51,Detroit Pistons,85,0.371,0.813,0.389,16,41,0
11/25/2005,20500179,Final,Sacramento Kings,Toronto Raptors,2005,Sacramento Kings,106,0.5,0.714,0.375,25,40,Toronto Raptors,104,0.512,0.882,0.294,27,37,1
11/25/2005,20500169,Final,Orlando Magic,Portland Trail Blazers,2005,Orlando Magic,104,0.529,0.727,0.364,22,49,Portland Trail Blazers,89,0.447,0.76,0.182,20,29,1
11/25/2005,20500171,Final,Boston Celtics,Charlotte Hornets,2005,Boston Celtics,90,0.456,0.636,0.308,21,38,Charlotte Hornets,89,0.439,0.591,0.25,21,42,1
11/25/2005,20500170,Final,Indiana Pacers,Atlanta Hawks,2005,Indiana Pacers,85,0.407,0.8,0.176,18,45,Atlanta Hawks,87,0.356,0.692,0.5,19,56,0
11/25/2005,20500172,Final,Miami Heat,Dallas Mavericks,2005,Miami Heat,90,0.438,0.69,0,12,35,Dallas Mavericks,103,0.5,0.875,0.533,19,40,0
11/25/2005,20500173,Final,Detroit Pistons,Washington Wizards,2005,Detroit Pistons,114,0.37,0.788,0.286,23,64,Washington Wizards,120,0.36,0.826,0.385,18,61,0
11/25/2005,20500174,Final,Memphis Grizzlies,Houston Rockets,2005,Memphis Grizzlies,86,0.41,0.714,0.304,20,39,Houston Rockets,81,0.4,0.806,0.471,20,37,1
11/25/2005,20500175,Final,Minnesota Timberwolves,Milwaukee Bucks,2005,Minnesota Timberwolves,99,0.529,0.741,0.455,25,35,Milwaukee Bucks,91,0.434,0.813,0.353,19,42,1
11/25/2005,20500176,Final,San Antonio Spurs,Chicago Bulls,2005,San Antonio Spurs,99,0.45,0.64,0.393,21,41,Chicago Bulls,106,0.489,0.75,0.444,25,49,0
11/25/2005,20500177,Final,Denver Nuggets,Los Angeles Clippers,2005,Denver Nuggets,105,0.461,0.738,0.5,24,37,Los Angeles Clippers,95,0.434,0.771,0.133,15,44,1
11/25/2005,20500178,Final,Utah Jazz,Golden State Warriors,2005,Utah Jazz,90,0.455,0.818,0.133,23,52,Golden State Warriors,94,0.392,0.605,0.321,17,41,0
11/25/2005,20500180,Final,Phoenix Suns,Brooklyn Nets,2005,Phoenix Suns,92,0.422,0.727,0.24,20,46,Brooklyn Nets,81,0.395,0.571,0.5,11,42,1
11/24/2005,20500167,Final,Indiana Pacers,Cleveland Cavaliers,2005,Indiana Pacers,98,0.494,0.692,0.611,19,41,Cleveland Cavaliers,76,0.377,0.741,0.25,10,35,1
11/24/2005,20500168,Final,Los Angeles Lakers,Oklahoma City Thunder,2005,Los Angeles Lakers,108,0.44,0.706,0.5,21,45,Oklahoma City Thunder,96,0.418,0.75,0.414,19,40,1
11/23/2005,20500156,Final,Atlanta Hawks,Boston Celtics,2005,Atlanta Hawks,120,0.556,0.895,0.75,23,38,Boston Celtics,117,0.548,0.897,0.579,22,25,1
11/23/2005,20500157,Final,Orlando Magic,Washington Wizards,2005,Orlando Magic,91,0.474,0.765,0.6,20,43,Washington Wizards,83,0.392,0.8,0.25,18,40,1
11/23/2005,20500158,Final,Charlotte Hornets,New York Knicks,2005,Charlotte Hornets,108,0.443,0.8,0.435,24,43,New York Knicks,95,0.484,0.833,0.375,19,33,1
11/23/2005,20500159,Final,Miami Heat,Portland Trail Blazers,2005,Miami Heat,100,0.494,0.882,0.563,18,41,Portland Trail Blazers,79,0.438,0.667,0.417,16,35,1
11/23/2005,20500160,Final,Detroit Pistons,Denver Nuggets,2005,Detroit Pistons,114,0.531,0.7,0.438,36,49,Denver Nuggets,89,0.4,0.81,0.4,22,37,1
11/23/2005,20500161,Final,Houston Rockets,Phoenix Suns,2005,Houston Rockets,88,0.413,0.75,0.368,17,50,Phoenix Suns,100,0.452,0.667,0.519,33,44,0
11/23/2005,20500162,Final,Milwaukee Bucks,Philadelphia 76ers,2005,Milwaukee Bucks,108,0.407,0.721,0.231,20,55,Philadelphia 76ers,97,0.444,0.8,0.455,16,38,1
11/23/2005,20500163,Final,New Orleans Pelicans,Minnesota Timberwolves,2005,New Orleans Pelicans,84,0.363,0.828,0.133,14,49,Minnesota Timberwolves,80,0.392,0.773,0.333,14,38,1
11/23/2005,20500164,Final,Sacramento Kings,Brooklyn Nets,2005,Sacramento Kings,114,0.514,0.889,0.5,25,36,Brooklyn Nets,105,0.538,0.739,0.364,28,34,1
11/23/2005,20500165,Final,Los Angeles Clippers,Toronto Raptors,2005,Los Angeles Clippers,103,0.574,0.793,0.286,22,39,Toronto Raptors,100,0.379,0.813,0.333,21,39,1
11/23/2005,20500166,Final,Golden State Warriors,San Antonio Spurs,2005,Golden State Warriors,89,0.377,0.935,0.222,16,27,San Antonio Spurs,113,0.549,0.85,0.462,31,52,0
11/22/2005,20500154,Final,Phoenix Suns,Toronto Raptors,2005,Phoenix Suns,90,0.425,0.857,0.16,17,52,Toronto Raptors,82,0.398,0.583,0.238,13,43,1
11/22/2005,20500150,Final,Washington Wizards,Denver Nuggets,2005,Washington Wizards,105,0.407,0.758,0.316,23,40,Denver Nuggets,108,0.457,0.829,0.357,27,44,0
11/22/2005,20500151,Final,Cleveland Cavaliers,Boston Celtics,2005,Cleveland Cavaliers,115,0.447,0.919,0.294,20,43,Boston Celtics,93,0.412,0.654,0.429,21,44,1
11/22/2005,20500152,Final,Memphis Grizzlies,Portland Trail Blazers,2005,Memphis Grizzlies,87,0.389,0.667,0.333,18,43,Portland Trail Blazers,95,0.466,0.788,0.143,18,45,0
11/22/2005,20500153,Final,Dallas Mavericks,Houston Rockets,2005,Dallas Mavericks,102,0.472,0.659,0.467,19,45,Houston Rockets,93,0.449,0.742,0.571,15,34,1
11/22/2005,20500155,Final,Oklahoma City Thunder,Utah Jazz,2005,Oklahoma City Thunder,87,0.382,0.767,0.286,14,36,Utah Jazz,93,0.471,0.8,0.455,20,38,0
11/21/2005,20500146,Final,Philadelphia 76ers,New Orleans Pelicans,2005,Philadelphia 76ers,103,0.481,0.808,0.4,25,50,New Orleans Pelicans,91,0.397,0.75,0.154,24,38,1
11/21/2005,20500147,Final,Utah Jazz,Milwaukee Bucks,2005,Utah Jazz,100,0.409,0.778,0.5,28,53,Milwaukee Bucks,80,0.406,0.588,0.4,14,35,1
11/21/2005,20500148,Final,Sacramento Kings,San Antonio Spurs,2005,Sacramento Kings,93,0.393,0.857,0.333,15,40,San Antonio Spurs,96,0.459,0.867,0.222,15,43,0
11/21/2005,20500149,Final,Golden State Warriors,Brooklyn Nets,2005,Golden State Warriors,100,0.458,0.815,0.429,20,45,Brooklyn Nets,97,0.427,0.692,0.316,19,42,1
11/20/2005,20500139,Final,New York Knicks,Portland Trail Blazers,2005,New York Knicks,103,0.493,0.816,0.286,19,34,Portland Trail Blazers,92,0.55,0.667,0.615,20,24,1
11/20/2005,20500140,Final,Toronto Raptors,Miami Heat,2005,Toronto Raptors,107,0.451,0.714,0.381,24,47,Miami Heat,94,0.446,0.667,0.296,20,39,1
11/20/2005,20500141,Final,Los Angeles Clippers,Golden State Warriors,2005,Los Angeles Clippers,113,0.513,0.857,0.385,22,48,Golden State Warriors,101,0.389,0.952,0.2,25,39,1
11/20/2005,20500142,Final,Indiana Pacers,Houston Rockets,2005,Indiana Pacers,85,0.417,0.625,0.227,18,43,Houston Rockets,74,0.408,0.923,0.364,11,33,1
11/20/2005,20500143,Final,Denver Nuggets,Memphis Grizzlies,2005,Denver Nuggets,99,0.448,0.655,0.154,25,55,Memphis Grizzlies,83,0.372,0.75,0.16,13,43,1
